dblp_pid,orcid
64/3254-4,0000-0002-5264-4882
64/3254-5,0000-0001-5130-3237
64/3266,0000-0001-9635-7693
64/3302,
64/3431-1,0000-0002-5217-2790
64/3462-1,0000-0001-6348-4127
64/3670,
64/3747,
64/3747-1,0000-0002-9299-2961
64/3770-5,0009-0005-6263-7802
64/382,
64/3924,
64/3935,0000-0001-6408-7043
64/4020,0000-0002-5054-8758
64/4087,
64/4192,
64/424,
64/424-7,0000-0003-3382-798X
64/424-9,
64/4277,
64/435-3,0000-0001-6584-1378
64/4367,0000-0001-6884-8698
64/4410,0000-0002-3377-223X
64/4492,
64/4492-1,0000-0003-1170-636X
64/4492-13,0000-0002-7382-6677
64/4492-4,0000-0002-3246-6935
64/4642-1,
64/4669,
64/4731,
64/4732-2,0000-0002-2911-5595
64/4756,
64/4772,
64/4831,
64/4832,
64/4832-17,0000-0001-9044-4841
64/4832-2,0000-0001-9543-6568
64/4875,0000-0002-5165-902X
64/4903,
64/4932,
64/4993,
64/5016,
64/5016-15,0000-0003-0677-8369
64/5016-5,0009-0002-1590-2966
64/5025,
64/5099,
64/5099-2,
64/5184,0000-0001-5449-0437
64/5207,0000-0002-7085-2220
64/5287-1,0000-0003-0097-4537
64/5328,
64/5428,
64/5431,
64/5504,
64/5510,0000-0003-2631-9856
64/5603,
64/5630,
64/5630-23,0000-0001-5632-4408
64/5648,
64/5657,
64/5666-38,0000-0002-5305-8543
64/5666-6,0000-0002-2078-4215
64/5666-8,0000-0001-9711-8758
64/5725,
64/5725-16,0000-0001-6148-9709
64/5725-19,0000-0001-8552-859X
64/5725-2,0000-0002-7345-5116
64/574,0000-0002-3648-5957
64/5749,
64/579,
64/5801,0009-0009-6754-7821
64/5826,0000-0003-1925-9154
64/5840,
64/5840-1,0000-0002-3523-7054
64/5845,
64/5845-1,0000-0002-0404-5498
64/5845-14,
64/5845-2,0000-0002-6609-0542
64/5845-32,0000-0003-1701-2588
64/5845-39,0009-0007-0865-0429
64/5845-40,0000-0002-3976-0870
64/5869,
64/5926,0000-0002-7151-8806
64/6025,
64/6025-111,0000-0002-0059-3745
64/6025-119,0000-0001-7824-4839
64/6025-235,0000-0003-4242-1615
64/6025-286,0000-0002-4776-5911
64/6025-313,0009-0009-8074-8468
64/6025-314,0000-0003-1377-1704
64/6025-319,
64/6025-320,
64/6025-55,0000-0001-9786-585X
64/6025-58,0000-0003-4731-3226
64/6025-76,0000-0002-8077-7025
64/6025-8,0009-0006-0237-1034
64/6143,
64/6143-2,0000-0002-0251-8116
64/6249,
64/625,0000-0002-8374-3832
64/6287,
64/6304,0000-0003-4827-1793
64/6351,
64/6357-2,0000-0002-6930-3590
64/6494,
64/650,0000-0003-1967-1069
64/6544,
64/6544-1,0000-0003-4299-1511
64/6544-104,0000-0001-8700-7712
64/6544-108,0000-0001-7147-9125
64/6544-141,0009-0003-0710-8882
64/6544-142,0009-0000-9031-1897
64/6544-144,0000-0002-4457-1601
64/6544-70,0000-0003-2297-2954
64/6544-74,
64/6544-99,0009-0009-6545-4672
64/6611,
64/6613,
64/665,
64/6749,
64/6843,
64/6896,0000-0002-6668-9758
64/7021,
64/7056,0000-0003-2886-3898
64/716,0000-0002-4586-0552
64/7249,
64/7292,
64/7502,0000-0002-7769-3090
64/7536,
64/7695-1,0000-0002-6512-8326
64/7765,
64/7802,0000-0001-5568-7610
64/7873,
64/7874,0000-0002-3148-2159
64/8070,
64/8131,
64/8133-7,0000-0003-2871-4569
64/8153,
64/831,0000-0001-5582-577X
64/8352,
64/836,0000-0003-2860-399X
64/8384,0000-0002-2087-4894
64/8396,
64/8484,0000-0001-7418-6141
64/8490,
64/856-1,0000-0003-0637-8744
64/8610,
64/8656-1,0000-0003-0819-296X
64/8665,
64/8842,0000-0003-1269-7231
64/8935,
64/898,
64/9012,
64/9062,
64/9100,
64/9281,
64/9390,
64/9469,
64/9523,
64/9557-2,0000-0002-3066-1884
64/9560,
64/9590,
64/9772,
64/978,
64/9796,
64/9877,0000-0002-5697-4168
64/9965,
64/9992,
65/10,
65/10015,
65/10102,
65/10103,0000-0001-6921-1744
65/10237,
65/10340,
65/10453,
65/10572,
65/10574,0000-0001-5843-6411
65/10585,
65/10635,
65/10697,
65/10771,
65/10918,
65/1092,
65/11007,
65/1102,0000-0002-6888-7002
65/11145,
65/1128,0000-0002-4037-3149
65/11366,
65/1219,
65/1227,
65/1252,
65/1270,
65/1392,
65/1392-2,0000-0002-0112-4166
65/1419,0000-0002-9304-8091
65/1562,
65/1580-1,
65/1615,0000-0001-8017-1296
65/1664,
65/1700,
65/1723,
65/1739,
65/1759,0000-0002-4477-0387
65/1767,
65/1792,
65/1804,0000-0002-8457-8656
65/1881,
65/1911,
65/1924,
65/2021,
65/2083,
65/2105-14,0009-0001-2940-9307
65/2105-4,0000-0002-6123-8579
65/2136-2,0000-0002-0210-0369
65/2157,0000-0002-1039-4766
65/2265,
65/2407,
65/2422,
65/2429,
65/2489,
65/2556,0000-0003-4153-065X
65/2572,0009-0005-4924-4596
65/2574,
65/2596,
65/2709-10,
65/2726,
65/2747,
65/2749-1,0000-0002-5011-9726
65/2802,
65/2829,
65/2830,
65/2850-2,0000-0002-7521-7920
65/2878,0000-0002-1743-7482
65/2886-1,
65/2992,
65/3122,0009-0008-8205-1608
65/3132,0000-0002-6364-0684
65/3144-1,0000-0002-0835-3770
65/3225,
65/3246,
65/3277,
65/336,
65/3446,0000-0001-5274-8123
65/3565,0000-0001-6882-0070
65/3604,0000-0001-7663-3937
65/3627,
65/3627-7,0000-0002-5396-7659
65/3628,
65/3784-3,
65/3785,
65/3868,
65/3881,0000-0001-8705-6637
65/3925-1,0009-0003-7755-2006
65/4005,
65/4062,
65/4065-1,0000-0001-8080-3791
65/4120,0000-0003-4076-5684
65/4133,
65/4168,
65/425,
65/425-7,0000-0002-5357-6623
65/4307,
65/4423,
65/4423-1,0000-0003-3957-7061
65/4423-130,0000-0002-2973-461X
65/4423-15,0000-0003-3498-2527
65/4423-22,0000-0002-7099-7905
65/4423-26,0000-0003-4148-2352
65/4423-43,0000-0001-7359-8515
65/4423-5,
65/4423-68,0000-0003-4310-8428
65/4423-74,0000-0003-1932-7006
65/4423-75,0000-0003-4181-9285
65/4423-77,
65/4562,
65/4669-8,
65/4699,
65/4863,
65/4872,
65/4883,
65/500,
65/5023-2,0000-0002-6874-698X
65/5138,
65/5138-1,0000-0002-3835-3894
65/5217,
65/5280,0000-0002-2540-236X
65/5420,
65/5460,
65/5518-3,0009-0000-2258-9440
65/5518-4,0000-0002-1882-5284
65/5630,
65/5737-1,0000-0002-9259-420X
65/5812,
65/5932,
65/5947,
65/5995,
65/6056,
65/6130,
65/6157,
65/6164,
65/6173,0000-0002-4567-9091
65/6215,
65/622-3,0000-0003-2050-8576
65/6241-1,0000-0002-6636-2886
65/6274-1,0009-0008-2879-5868
65/6292-1,0000-0001-6119-058X
65/6338,
65/6349-2,0000-0003-4521-9391
65/6450,
65/6522-8,
65/657,
65/6574,
65/6584,
65/6603,
65/6743,
65/6898,
65/6942,
65/6999,
65/7142,0000-0001-7239-4799
65/7184,0000-0002-5648-1160
65/7188,
65/7211-1,0000-0001-8592-7267
65/7211-6,0009-0000-9885-0043
65/7250,
65/7271,
65/7449,
65/7485,
65/7661,0000-0002-0217-6507
65/7802,0000-0002-5465-1162
65/7804,0000-0002-4432-7406
65/782,
65/782-10,
65/7820,
65/7823,
65/7833,
65/7879,
65/792,
65/796,
65/7965,
65/801,0000-0002-6632-8645
65/8071,0000-0002-4179-4877
65/8083,
65/8180,
65/8368,
65/8437,
65/8491-4,0009-0006-8498-6162
65/852,
65/8523,
65/8569,0000-0001-9575-7935
65/8612,
65/8774,0000-0003-1715-3356
65/883,
65/8854-1,0000-0002-9113-2660
65/9019,
65/9436,
65/9508,
65/9544,
65/9654,
65/9664-2,0000-0002-9701-1915
65/9789-1,0000-0003-0764-8961
65/9878-1,0000-0002-2713-2535
65/9878-3,0009-0002-6584-2551
65/9913,
65/9995-2,0000-0002-7657-6271
66/10110-3,
66/10110-4,
66/1016,
66/10302,
66/10376,0000-0002-2264-3512
66/10420-1,
66/10435,
66/10437,
66/10509,
66/10511,
66/10525,0000-0002-5391-7213
66/10640,
66/10718,
66/10813,0000-0002-7008-0216
66/10853,
66/1087,0000-0001-6344-7633
66/10956,0000-0002-3385-2053
66/10990,
66/10996,0000-0002-7774-3246
66/11013,
66/1102,
66/11145,
66/11153,0000-0003-3735-5705
66/1132,
66/11466,
66/1210,0000-0002-8894-3390
66/1240,
66/1259,
66/1316,
66/1342,
66/1442,
66/1456,0000-0003-1119-0930
66/1457,
66/1489,
66/1500-1,0009-0009-7602-570X
66/1557-3,0000-0002-5766-1059
66/1605,
66/1682,
66/1884,
66/1893,
66/190,
66/190-13,0000-0002-3860-0437
66/190-23,0000-0003-4561-6899
66/190-28,0000-0002-5343-1862
66/190-33,
66/190-68,0000-0001-9066-1440
66/1922-1,
66/2014-1,0000-0002-8840-723X
66/2069,
66/2069-22,
66/2069-25,
66/2069-26,
66/2069-28,0000-0001-8992-4944
66/2069-41,0000-0003-1577-0553
66/2069-51,
66/2069-9,0000-0001-5577-6963
66/2117,0000-0001-9815-753X
66/2157,
66/2173-9,0000-0002-5054-954X
66/22,
66/2378-1,0000-0002-8171-1861
66/2491,0000-0002-6695-0282
66/2538,
66/2701,
66/275,
66/2770,
66/282,0000-0002-4341-5439
66/2852,0000-0001-7082-7845
66/2936,
66/2967,
66/2973-1,
66/3019,
66/3019-12,0000-0003-1703-6483
66/3019-16,0000-0003-3911-8711
66/3027,
66/3061-1,0000-0001-8848-1643
66/3089,
66/3104,
66/3172,
66/3172-9,0000-0002-2133-8719
66/3214,
66/3221,0000-0003-4953-0945
66/3243,
66/3289,0000-0002-3579-1450
66/3299-3,0009-0006-9108-6680
66/332,
66/3363,
66/3369,
66/3378,
66/3387,
66/3387-57,0000-0001-9139-3855
66/3387-61,0000-0003-0386-1300
66/3545,
66/3575,0000-0002-0848-878X
66/3591,
66/3620,
66/3756,
66/3764,
66/3825,
66/3838,
66/3866,
66/3874,
66/3874-1,0000-0003-3238-745X
66/3874-7,0000-0003-0748-3669
66/3905,
66/3950,
66/3973,
66/3973-4,0000-0002-7242-6647
66/4095,
66/4147,
66/4370,
66/4417,
66/4459,
66/4610,
66/4610-1,0000-0001-9240-6726
66/4613,0000-0003-4363-1673
66/4615-25,0000-0003-4997-698X
66/4615-34,0000-0003-0066-3448
66/4615-4,0000-0002-0238-0719
66/4662,0000-0003-3012-9991
66/4721-1,0000-0003-4455-9917
66/4850,
66/4917,
66/5086,
66/5132,
66/5132-3,
66/5168,
66/5275,
66/5310,
66/5341,
66/5350,
66/5458,0000-0003-0858-0970
66/5479-1,0000-0003-0798-974X
66/5525,
66/5566,0000-0002-3784-0420
66/5571,
66/5629,0000-0003-4220-3650
66/5686,
66/58,
66/580,
66/5903,
66/591,
66/5923,
66/5923-10,0000-0002-1545-1854
66/5923-2,0000-0002-7700-4099
66/5923-8,0000-0003-0129-8542
66/5955,0000-0003-0690-3553
66/6009,0009-0004-8042-0976
66/6057,
66/6132,0000-0002-2126-0843
66/6170-4,0000-0003-4371-9114
66/6214,
66/6224,
66/6308,
66/6320,
66/6320-14,0000-0001-8732-8049
66/6320-15,0000-0002-7213-0221
66/6320-2,0000-0001-9367-4757
66/6320-9,0009-0006-7394-0185
66/6346,
66/636,
66/6604,
66/6611,
66/6653,
66/6740,
66/6744,
66/6802-8,0000-0002-1593-1321
66/6804,
66/6852,
66/6872,
66/7146-1,0000-0001-6956-0418
66/7176,
66/7188,0000-0002-2374-346X
66/7232,0000-0003-0521-5855
66/7254,
66/7411,
66/7465,
66/7492,0000-0002-5696-7507
66/7607,
66/7632,
66/770,
66/775,0000-0003-2764-0078
66/7761-2,0000-0001-7058-5794
66/7776,
66/7818,
66/7839,
66/7929,
66/7929-2,
66/7979,
66/80,
66/8037-1,0000-0001-8877-9802
66/8038,
66/8063-1,0000-0001-6485-3510
66/812,
66/8157,0000-0002-8656-3431
66/8204,0000-0001-5791-8267
66/8267,0000-0002-8530-5051
66/8309,
66/8314,
66/8332,0000-0002-7163-5009
66/8350,
66/8351,
66/8368,
66/841-1,0000-0002-4511-7814
66/8467,
66/8491,
66/8522,
66/8539,
66/8585,
66/8652,0000-0001-5115-7794
66/867,
66/867-1,0000-0002-7400-7681
66/8732,
66/875,
66/8942,0000-0002-9945-0639
66/8991,0000-0002-0290-6901
66/9013,
66/9184,0000-0003-4666-4454
66/9297,
66/9298,
66/9317,
66/9418,
66/9442,
66/9500,
66/9626,
66/9641,
66/9687,
66/974,0000-0002-8839-6278
66/9746,0000-0003-0731-3969
66/9827,
66/9988,
67/1007,
67/1008,
67/1014,
67/1014-12,0000-0003-2550-5008
67/1014-13,0000-0002-0191-0829
67/1014-7,0000-0002-3818-5069
67/1014-9,0000-0001-9939-2216
67/10146,
67/1016,0000-0002-2362-5447
67/10171,
67/10178-2,0009-0002-5302-755X
67/10335,
67/10364,
67/10451,
67/10550,
67/1058,
67/10621-2,0009-0001-6829-7088
67/10698,0000-0002-4230-9853
67/10733,
67/1120,
67/1120-3,0000-0003-4090-8497
67/1120-32,0000-0002-3441-1532
67/1120-33,0000-0002-2705-6042
67/11205,
67/11350,
67/11415,
67/1158,
67/1162,0000-0002-3904-759X
67/1187,
67/1197,
67/1208,
67/1229,
67/1237-4,0000-0001-7618-7973
67/1252,
67/1300,0000-0002-1725-2621
67/1328,
67/1336-13,
67/1338,
67/136-1,0000-0002-5111-0694
67/1364,
67/1387,
67/1402,
67/1543,0000-0001-6317-7303
67/1567,0000-0003-1994-8670
67/1596,
67/1649,
67/1751-5,0000-0003-2316-3526
67/1763,0000-0001-9977-525X
67/1771,
67/1771-16,
67/1771-19,0009-0001-1108-8349
67/180,
67/1861-1,0000-0002-7445-9936
67/1861-5,0000-0002-9587-1698
67/187,
67/1972,
67/1991,0000-0002-4606-6879
67/2010,
67/2010-12,0000-0002-2321-7259
67/2136,0000-0001-8622-7887
67/2156,
67/2224,
67/2268-4,0000-0002-1370-0079
67/229,0000-0002-8076-1867
67/2358,
67/237-1,0000-0001-6387-327X
67/2454,
67/2526,0000-0002-8106-5759
67/2535-9,0009-0008-1170-0439
67/2580,
67/2614,
67/2631,
67/2647,
67/2661,
67/2667,0000-0003-3296-3672
67/2674,
67/280,
67/2906,
67/2933,0000-0002-7312-6312
67/2946,0000-0001-7153-4411
67/2967,0000-0001-9757-4956
67/2976,
67/2976-1,0000-0002-0270-287X
67/3001,
67/3023,
67/3028,
67/3058,0000-0001-7970-1384
67/3069,
67/3069-1,
67/3150-8,
67/3180,
67/3206,
67/3271,
67/3379,0000-0002-9656-9706
67/3381,
67/3392,
67/3447,
67/3509,
67/3586,0000-0002-2912-7422
67/368,
67/368-4,0000-0002-3979-3322
67/3849,
67/3865,0000-0002-5195-8441
67/3884,0000-0003-1303-6558
67/3895,
67/3912-3,0000-0002-1119-4512
67/3929,
67/395,
67/398,
67/398-1,0000-0003-2530-5874
67/398-8,0000-0003-1239-7677
67/4008-6,0000-0001-9615-4749
67/403,
67/4030,0000-0003-1349-2764
67/4051-6,0000-0002-4349-8297
67/4105-1,0000-0001-8572-0725
67/4108-1,0000-0002-7170-3809
67/4161-2,0000-0002-1652-8526
67/4164,
67/4236,0000-0002-9118-2780
67/4294-1,0000-0002-6473-9272
67/4330,
67/449,
67/45,0000-0002-9368-3079
67/4510,
67/4538,
67/463,
67/4662,
67/4721,0000-0002-0675-2268
67/4758-4,0000-0002-5360-7565
67/4808,
67/4834,
67/4834-4,0000-0002-1557-7553
67/4936,
67/4956,
67/4963,
67/4972,
67/4972-1,0000-0002-6482-6712
67/4972-4,0000-0002-5087-895X
67/4980,
67/4988,
67/5044,
67/5132,0000-0002-9746-3719
67/5198,
67/5235,
67/5245,
67/525,
67/5282,0000-0002-5578-0791
67/5290,0000-0001-7444-3953
67/5386,
67/5400,
67/5402,
67/5511,
67/5566-1,0009-0006-8328-7132
67/557,
67/5601,0009-0004-6389-2509
67/5618,
67/5633,
67/5635,
67/5655,
67/5667,
67/5719-1,
67/5744-7,0000-0002-0437-7337
67/5781,
67/5807,
67/5807-1,0000-0002-5669-9354
67/5807-20,
67/5934,
67/6007,0000-0002-5283-263X
67/6061,
67/6091,
67/6126,
67/6136,
67/6188,
67/6188-1,
67/6209,
67/6296,0000-0002-3546-8071
67/6351,
67/6351-16,0000-0003-0835-0788
67/6383,
67/6383-1,0000-0002-7483-0045
67/6383-2,0000-0002-9597-497X
67/6383-23,0000-0003-4234-1359
67/6472,
67/6486-1,
67/6523,
67/6586,
67/6597-1,0000-0002-9433-9683
67/6649-6,0000-0001-8534-6868
67/6659-2,0009-0004-6527-8166
67/6825,
67/6917,
67/6917-6,0000-0002-2760-9073
67/6924,
67/6924-10,
67/6924-6,
67/6944,
67/708,
67/7087,
67/7089,
67/7118,0000-0003-3497-5589
67/7224-1,0000-0003-4856-3905
67/7527,0000-0002-8995-1683
67/7575,
67/7591,
67/764-2,0000-0002-3122-5881
67/7645,
67/7801,
67/7881,0000-0002-2477-4217
67/7882-6,0000-0003-2522-8426
67/7949-1,0000-0001-9980-0152
67/8053,
67/8175,
67/833,
67/833-2,0000-0002-8946-4228
67/833-3,
67/8366,0000-0003-4911-7333
67/8383-1,0000-0003-2205-5304
67/8389,
67/8454-1,0000-0003-0149-7509
67/8454-3,
67/8498,
67/8628-1,0000-0001-8109-5598
67/8693,
67/8730,
67/8730-1,
67/8755,
67/9012,0000-0002-9900-1606
67/9076,0000-0002-2733-2078
67/908,
67/9311,
67/936,
67/9409,
67/945,
67/9543,
67/9615,
67/9752,0000-0003-4183-0943
67/9758,
68/10003,
68/10015,
68/10281,
68/10340,
68/10406,
68/1041,
68/1041-5,0000-0001-6551-000X
68/1041-6,0000-0001-5205-0518
68/10509,
68/10575-1,0000-0001-7774-8197
68/10649,
68/10670,0000-0002-5699-2948
68/10701,
68/10745,0000-0002-6183-4493
68/10767,
68/10889,
68/11048,0000-0001-5980-7026
68/11081,0000-0002-4276-5939
68/11111,0000-0002-0294-4561
68/11145,
68/11239,
68/11277-1,0009-0008-3994-083X
68/11348,
68/1152,0000-0002-2702-5879
68/11524,
68/1156,0000-0002-2387-7767
68/1195,
68/1260-4,0009-0004-0137-4087
68/1277-10,0000-0001-9082-094X
68/1277-13,
68/1277-24,
68/1277-55,0000-0002-6104-300X
68/1277-6,0000-0002-1836-0202
68/1284,
68/1284-3,0000-0002-3530-590X
68/1303,
68/1363,
68/1429-6,
68/151,
68/1538,0000-0001-5550-6461
68/1560,
68/1615,
68/1628,
68/1662-1,0009-0006-7325-6439
68/1731,
68/1797,
68/189,
68/1931,
68/1945,0000-0003-3166-1517
68/1946-2,0009-0007-8184-4529
68/1974,
68/1974-2,0000-0001-5301-7779
68/1979-5,0000-0001-8181-9410
68/1980,
68/1980-28,0009-0007-6153-2739
68/2002-3,0000-0002-4083-5411
68/2024,
68/2099,
68/2117,
68/2168,
68/2171,
68/2188,
68/2197,
68/222,
68/222-4,0009-0008-0761-1329
68/2367-1,0000-0001-6551-3884
68/2396,
68/2414,0000-0001-8423-1823
68/2682,
68/2688,
68/2766,
68/2766-12,0000-0002-7660-9897
68/2796,
68/2953,
68/2992,
68/2992-1,0000-0003-2197-9038
68/3020-2,0000-0002-7262-3579
68/304,0000-0003-3622-0497
68/3061,
68/311-17,
68/3208,0000-0003-1915-8118
68/3245,
68/3282,0000-0001-5739-8126
68/3296,
68/3340,
68/3340-14,0000-0002-1820-8358
68/3340-15,0000-0003-3873-1653
68/3340-23,0000-0001-5508-7957
68/3340-5,0000-0003-2211-2006
68/3340-8,0000-0001-8741-5847
68/3340-9,0000-0002-1270-9653
68/3428-1,0000-0001-9261-5210
68/3465,
68/3469,0000-0002-6567-6015
68/3499,
68/3554-1,0000-0002-2915-974X
68/363-2,0000-0003-3856-7646
68/3710,
68/3726,
68/3792,
68/3884,0000-0003-1209-8191
68/3945,
68/3975-2,
68/4020,0000-0002-8760-3140
68/4162,
68/4192,0000-0002-6190-0235
68/4325,
68/434,0000-0001-5299-4797
68/437,
68/4388,0000-0001-7542-296X
68/4434,
68/4437,
68/4459,
68/4534,
68/461,
68/4619,
68/4681,
68/4706-1,0000-0003-1393-0752
68/4713,
68/4844,
68/4886,
68/4942,
68/4942-1,0000-0002-6178-4166
68/4942-3,0000-0001-9898-3129
68/4942-9,0000-0001-7206-0641
68/5181,
68/5216-14,0000-0002-2707-8751
68/5216-20,
68/5281,
68/5296,0000-0002-6497-829X
68/55,
68/5508,
68/5535,
68/5582,
68/5597,
68/5650,
68/5758,
68/5807,
68/5837,
68/5837-2,0000-0002-2891-3835
68/5910,0000-0001-7673-8325
68/5920,
68/5953,
68/6004,0000-0001-9734-195X
68/6038,
68/6277,0000-0003-3755-179X
68/638,
68/6399,
68/6423,
68/6424-2,
68/6424-3,0000-0002-4810-8219
68/6429,
68/6443,
68/6558-6,
68/6563,
68/6563-1,0000-0001-6968-1180
68/6563-5,0000-0002-2630-2475
68/6610-2,0000-0002-3674-7718
68/6670,0000-0002-8556-6649
68/6896,
68/6972,
68/6992,
68/6992-1,0000-0003-3929-4707
68/7030-1,0000-0003-3895-7943
68/7216,0000-0002-0558-7643
68/728,
68/7385,
68/7450,
68/7497,
68/7510,
68/7557,
68/7727,
68/7758-1,0000-0001-5609-3822
68/7823,
68/7844,
68/7912-1,0000-0003-3824-234X
68/7989-4,0000-0002-8370-4585
68/8,0000-0003-2933-0209
68/8050,0000-0003-1179-7134
68/8053,0000-0001-5688-6005
68/828-2,0000-0002-2697-7042
68/8398,
68/8452,
68/8561,0000-0002-1903-7220
68/8608,
68/8653,
68/8759,
68/8869,
68/9195,
68/9199,
68/9211,
68/9256,0000-0001-7613-0571
68/9283-1,
68/9376,
68/9669,
68/974,
68/974-1,0000-0001-9661-3095
68/9803,
68/9878,
68/9968,0000-0002-8914-8786
68/9975,
69/10047,0000-0002-2096-8065
69/10067,
69/1010,
69/1010-2,0000-0003-4322-5878
69/10144-1,0009-0009-4583-0669
69/10218,
69/10238,
69/10257,
69/10378,
69/10440,
69/10440-1,0000-0001-7505-9718
69/10440-6,0000-0002-3096-448X
69/1062,0000-0003-4378-6448
69/10696,
69/10743,
69/10756-2,
69/10883,
69/1097,
69/1097-1,0000-0002-4042-6044
69/10993,
69/110,
69/110-11,0000-0002-5280-9456
69/1112,
69/1112-1,0000-0001-5485-419X
69/1112-5,0000-0001-9375-6605
69/11313,
69/1214,
69/1215-1,0000-0003-3539-7776
69/1325,
69/1344,
69/1395,0000-0001-7163-5247
69/1484,
69/1487,
69/157,
69/157-1,0000-0002-5685-7017
69/157-2,0000-0001-8687-4806
69/1700-2,0000-0003-3749-9266
69/1732,0000-0002-5818-1807
69/1771,0000-0003-0829-7032
69/1798,
69/1798-19,0000-0001-8764-8157
69/1866,0000-0003-4985-4368
69/1899,
69/1921,
69/1950,
69/2040,
69/2040-8,0009-0005-6168-5749
69/2079,
69/2118,
69/2126,
69/2158,0000-0003-0948-3961
69/2205,0000-0002-5977-4911
69/2211,
69/2281,0000-0002-5364-7639
69/2301,
69/2319-8,0009-0000-9011-1019
69/2369,
69/2407,
69/2478,0000-0002-5683-5889
69/2511,
69/2554,
69/2594,
69/2745-8,0000-0002-7627-4142
69/2834,
69/2843,
69/3034,
69/3036,
69/3091,
69/3093,0000-0002-6655-8627
69/3165,
69/3166,0000-0002-5490-6030
69/3216,0000-0002-3123-7268
69/327,
69/331,
69/3330,
69/339,
69/339-1,0000-0002-3009-519X
69/3447,
69/3569,
69/3637,
69/3748,
69/3751,
69/3793,0000-0002-9096-6671
69/393,
69/393-1,0000-0002-3641-3136
69/393-10,0000-0001-8546-4522
69/393-19,0000-0002-6712-1929
69/393-4,
69/3941,0000-0002-4414-1783
69/3962,
69/3992,
69/4019-1,0000-0002-8600-0276
69/4020-3,
69/4104-4,0009-0009-7581-4598
69/4137,
69/4142,0000-0001-8527-5000
69/4248,
69/4248-1,0009-0009-0481-5593
69/4250,
69/4385-5,
69/4427,
69/4450,
69/4450-4,0000-0003-1121-9879
69/4503,
69/452,
69/4618,
69/4702,
69/476-1,0000-0001-6263-7355
69/476-13,
69/476-16,0000-0003-1868-225X
69/4825,
69/4876,0000-0002-3691-650X
69/4881,
69/4882,
69/4911,
69/4963,
69/4994,0000-0002-6152-0021
69/5011,
69/5011-44,0000-0002-2548-6348
69/5052,
69/508-2,
69/510,
69/510-3,0000-0002-0779-9818
69/510-46,0000-0003-0190-3853
69/5133,
69/5169-5,0009-0009-9892-9515
69/5181,
69/5181-7,0000-0002-4973-780X
69/5182,
69/5212,
69/5505,
69/5612,
69/5674,
69/5675,0000-0002-0417-0336
69/5708,
69/5755-2,0000-0002-8867-9104
69/5800,0000-0002-9844-689X
69/5817,
69/5836,0000-0003-2059-9463
69/5882,
69/5882-11,0000-0002-8413-9979
69/5902,
69/5902-16,
69/5902-24,0000-0002-0110-451X
69/5902-33,0000-0002-1612-4644
69/5902-40,0000-0001-7317-1570
69/5902-43,0000-0002-9589-251X
69/6086,0000-0003-2890-141X
69/6116,
69/6136,0000-0003-0378-3699
69/6137,
69/6137-12,0000-0003-3672-5436
69/6137-29,
69/6211,
69/6357,
69/6381,
69/6400,
69/6403-1,0000-0002-5414-8276
69/6403-2,0000-0003-1537-8834
69/641,
69/6428,
69/65-1,0000-0002-7683-5560
69/65-2,0000-0002-7595-0137
69/6680,0000-0002-5664-2163
69/6765,
69/6790,
69/6815,
69/6818,0000-0001-6617-3068
69/6882,
69/6960,0000-0003-1945-9172
69/6999,0000-0003-2572-063X
69/7024,
69/7024-1,0000-0003-3040-4391
69/7055,
69/7157,
69/7288-1,0000-0002-9774-7770
69/7397,
69/7426,0000-0002-0680-0901
69/7497-2,
69/7510,
69/7536,
69/7590,
69/7608,
69/7613,
69/7642,
69/7691,0000-0002-7192-3457
69/7694-1,0000-0001-5383-5667
69/7742,
69/7742-1,0000-0001-7422-630X
69/7742-15,0009-0006-7192-5790
69/7742-9,
69/7781,
69/7781-9,0009-0005-7501-7581
69/7813,
69/783,0000-0001-6749-0364
69/7830,
69/7925,
69/7968,
69/8013,0009-0002-9023-6772
69/8051,
69/8073,
69/8078,
69/8079,
69/8121,
69/8167,
69/8229,
69/8284,
69/8451,
69/8488,0000-0001-7748-8591
69/8512-2,0000-0001-9065-6852
69/8610,
69/8658,
69/8693,0000-0002-6940-3911
69/870,
69/8749,
69/8761,0000-0001-9790-6500
69/8778,
69/8912-14,0000-0001-6974-4997
69/8912-2,0000-0001-6852-9435
69/8937,
69/9023,0000-0001-5972-559X
69/9027-1,0000-0003-4487-2436
69/9056,
69/907,
69/9122,0000-0002-1147-766X
69/9200,0000-0001-9723-1830
69/9205,
69/9271,
69/9545,
69/958,
69/9644,
69/9815,
69/9822,
69/9892,
69/9959,
69/9967,
69/9986,0000-0003-2340-5257
70/10132,
70/1019,
70/10292,
70/10295,
70/10338,
70/10570,0000-0002-2563-075X
70/10575,0000-0002-2549-8322
70/10651,
70/10768,
70/10850,0000-0001-9662-2151
70/10948,
70/11007,
70/11145,
70/11258,
70/11347,
70/11364,
70/11398-1,0000-0001-6650-2343
70/11466,
70/1152,
70/1173-1,0000-0002-1364-218X
70/1174,
70/1211,
70/1211-1,0000-0002-6230-2376
70/1211-7,0000-0002-4479-9008
70/1211-9,0000-0003-1747-8011
70/1220,
70/1220-1,0000-0001-8578-2635
70/1220-33,0000-0002-2513-2662
70/129,
70/1366,
70/1367,
70/1370,0000-0003-2454-7249
70/1418,0000-0001-6815-096X
70/1520,
70/1533,
70/1533-12,0000-0002-8639-923X
70/1552,
70/1726-2,0000-0003-2123-2444
